,respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children,h1n1_vaccine,seasonal_vaccine
5259,5259,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,4,2,3,1,0,0,0,0,3,0,1.0,0.0,1,1
5260,5260,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,0,1,2,1,1,1,9,0,0.0,0.0,0,0
5261,5261,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2,2,2,0,1,0,0,2,5,0,1.0,1.0,0,0
5262,5262,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,0,3,3,1,0,0,0,0,3,0,1.0,2.0,1,1
5263,5263,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,4.0,4.0,4,0,1,0,2,1,0,1,4,0,0.0,0.0,0,1
5264,5264,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,1.0,2.0,3,3,3,0,0,0,0,0,8,0,1.0,0.0,0,0
5265,5265,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,3,0,3,0,0,1,1,1,8,2,0.0,0.0,0,0
5266,5266,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,3,2,3,0,0,0,0,1,3,1,1.0,0.0,0,0
5267,5267,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,4.0,1.0,3,2,3,1,0,0,0,0,6,2,1.0,1.0,0,1
5268,5268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,1.0,4,2,3,0,0,0,0,0,6,2,1.0,0.0,0,1
5269,5269,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2,0,0,0,1,0,0,0,7,0,1.0,0.0,0,0
5270,5270,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,4.0,5.0,2.0,1.0,3,0,3,0,1,0,0,0,6,0,1.0,0.0,1,1
5271,5271,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,2,0,3,0,2,0,1,0,8,2,2.0,1.0,1,0
5272,5272,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,3,0,3,1,0,0,0,1,9,2,1.0,0.0,1,1
5273,5273,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,3,2,1,1,1,0,0,0,2,1,1.0,0.0,0,0
5274,5274,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,0,2,3,0,0,0,1,1,9,1,1.0,0.0,1,0
5275,5275,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,0,0,3,1,0,1,0,0,8,1,3.0,1.0,0,1
5276,5276,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,3,2,3,0,1,0,0,1,1,0,1.0,0.0,0,0
5277,5277,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,1,3,3,0,0,1,0,0,6,2,0.0,0.0,0,0
5278,5278,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0,1,1,0,0,0,0,1,5,0,1.0,2.0,0,0
5279,5279,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,1,2,3,1,1,0,0,0,3,0,1.0,1.0,1,1
5280,5280,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,2.0,2.0,4,1,3,0,1,1,0,1,3,2,1.0,0.0,0,0
5281,5281,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,1.0,5.0,5.0,1.0,3,2,3,1,0,1,1,0,6,0,0.0,0.0,1,1
5282,5282,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2,3,3,0,2,1,0,0,8,2,1.0,0.0,0,0
5283,5283,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1,3,0,1,0,0,0,3,2,2.0,0.0,0,0
5284,5284,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,5.0,2.0,2.0,0,1,3,1,1,0,1,0,1,0,1.0,0.0,1,0
5285,5285,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,4,1,2,1,2,1,0,2,0,0,0.0,0.0,0,0
5286,5286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,5.0,4.0,2.0,4,3,3,1,0,0,0,1,9,2,1.0,0.0,1,1
5287,5287,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,3,2,3,1,1,0,0,0,2,2,2.0,0.0,0,0
5288,5288,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,1.0,1.0,3,3,3,0,0,0,0,1,6,0,1.0,0.0,0,0
5289,5289,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,4,1,3,0,0,1,0,1,6,2,0.0,0.0,0,1
5290,5290,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,5.0,4.0,1.0,4,2,3,1,0,1,0,1,9,0,0.0,0.0,0,1
5291,5291,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,1.0,4,0,3,0,0,0,0,1,0,2,1.0,0.0,0,0
5292,5292,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,2.0,2.0,0,2,3,1,2,0,0,1,9,0,3.0,3.0,0,0
5293,5293,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,4.0,2.0,2.0,3,2,3,1,0,0,0,0,1,0,1.0,0.0,1,1
5294,5294,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,4,2,3,0,0,1,1,1,2,1,0.0,0.0,0,1
5295,5295,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,2.0,4.0,4.0,4.0,0,3,1,0,0,1,1,0,3,0,0.0,0.0,1,1
5296,5296,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,4,3,3,0,0,1,0,1,5,0,0.0,0.0,1,1
5297,5297,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,4.0,4.0,4,3,0,0,0,1,0,1,3,1,2.0,0.0,0,1
5298,5298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,1.0,4,2,3,0,0,0,0,0,0,0,1.0,1.0,0,0
5299,5299,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,4.0,1.0,1,2,3,0,0,0,1,1,5,2,1.0,1.0,1,1
5300,5300,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3,2,0,0,1,0,0,0,4,0,1.0,0.0,1,1
5301,5301,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,4.0,0,3,3,0,2,1,1,0,8,2,0.0,0.0,0,1
5302,5302,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,1,1,1,1,1,0,0,0,8,1,1.0,1.0,0,0
5303,5303,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,5.0,2.0,2.0,4,2,3,1,1,0,0,1,0,1,1.0,0.0,0,1
5304,5304,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,5.0,2.0,2.0,3,2,3,0,1,0,0,1,6,1,0.0,0.0,0,0
5305,5305,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,3,2,3,0,0,1,0,0,1,2,0.0,0.0,1,1
5306,5306,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,4,2,3,1,0,0,0,1,5,2,1.0,0.0,0,1
5307,5307,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,1.0,0,3,3,1,1,1,0,1,1,0,2.0,0.0,0,0
5308,5308,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,4.0,5.0,1.0,4,2,3,1,1,0,0,0,8,0,1.0,0.0,1,1
5309,5309,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,2.0,1.0,4,2,3,0,0,1,0,1,0,1,1.0,0.0,0,1
5310,5310,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,4,2,3,0,1,1,0,1,1,0,0.0,0.0,0,1
5311,5311,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,4.0,2.0,5.0,0,2,3,1,0,0,1,0,7,2,1.0,0.0,0,0
5312,5312,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,3,1,1,1,0,0,2,0,1.0,2.0,0,1
5313,5313,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,4,2,3,0,0,1,0,1,7,0,1.0,0.0,0,1
5314,5314,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,3.0,1.0,4,3,3,1,1,1,0,1,2,0,0.0,0.0,0,1
5315,5315,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,3,1,3,0,1,0,0,1,0,2,1.0,0.0,0,0
5316,5316,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,2.0,4,0,3,0,0,0,0,0,1,0,1.0,0.0,0,1
5317,5317,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,2.0,2.0,4,2,3,1,1,0,0,0,1,0,1.0,0.0,0,1
5318,5318,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,5.0,4,1,0,0,2,1,0,1,6,2,0.0,0.0,1,0
5319,5319,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,2,1,2,1,0,0,1,2,6,2,3.0,0.0,0,0
5320,5320,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2,0,3,0,0,0,0,0,4,1,1.0,0.0,0,0
5321,5321,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,5.0,4.0,1.0,2,3,3,0,0,0,0,0,6,2,1.0,0.0,1,1
5322,5322,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,4,3,3,0,0,0,0,1,8,0,1.0,0.0,1,1
5323,5323,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,4.0,2,3,0,0,2,0,0,0,5,1,0.0,0.0,0,0
5324,5324,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,4.0,2.0,4,1,3,1,2,0,0,1,2,1,1.0,0.0,0,1
5325,5325,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,4,1,3,1,0,1,1,1,8,2,0.0,0.0,0,0
5326,5326,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,5.0,2.0,2.0,2,3,2,0,0,0,1,2,5,1,0.0,2.0,0,1
5327,5327,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,4,0,3,0,0,1,0,1,8,1,0.0,0.0,0,0
5328,5328,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,1.0,1.0,0,0,1,0,2,1,1,1,4,2,1.0,0.0,0,0
5329,5329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,2.0,2.0,4,3,3,0,2,1,0,1,7,2,1.0,1.0,0,1
5330,5330,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,4.0,1.0,0,3,2,0,1,0,0,0,7,2,2.0,3.0,0,0
5331,5331,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,3,0,3,0,0,0,0,0,1,2,1.0,0.0,0,1
5332,5332,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,2.0,2,3,3,1,0,1,0,2,6,0,0.0,0.0,0,0
5333,5333,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0,2,1,1,0,0,0,1,0,7,1,3.0,1.0,1,0
5334,5334,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,4.0,1.0,2,1,0,1,0,0,0,2,6,0,3.0,2.0,0,1
5335,5335,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,0,2,0,0,0,0,0,0,3,0,1.0,0.0,0,1
5336,5336,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,4.0,4.0,4.0,0,1,2,0,0,1,1,2,6,0,2.0,1.0,0,1
5337,5337,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0,3,3,0,0,0,0,1,8,0,1.0,2.0,0,0
5338,5338,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,3,0,3,1,0,0,0,1,2,0,1.0,0.0,1,1
5339,5339,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,3,2,3,1,0,0,0,0,4,2,1.0,0.0,1,1
5340,5340,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,1,0,0,1,2,1,1,2,6,0,1.0,0.0,0,0
5341,5341,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,4.0,1.0,2,0,3,1,2,0,1,0,2,1,2.0,0.0,0,0
5342,5342,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0,2.0,1,2,3,1,0,1,0,0,3,0,0.0,3.0,0,0
5343,5343,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,2.0,2,0,3,1,0,1,0,0,1,0,1.0,0.0,0,0
5344,5344,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,0,0,2,1,0,1,0,2,5,2,3.0,1.0,0,0
5345,5345,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,0,3,3,0,2,1,0,0,0,0,1.0,3.0,0,0
5346,5346,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,4,1,3,0,1,1,0,1,2,0,1.0,0.0,1,0
5347,5347,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,4,0,3,0,0,1,0,1,8,2,0.0,0.0,0,1
5348,5348,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,1.0,2,2,3,1,0,1,0,0,4,1,0.0,0.0,0,1
5349,5349,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3,2,3,1,1,0,0,0,3,0,2.0,0.0,1,1
5350,5350,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,0,2,0,1,0,1,1,0,0,1,1.0,0.0,1,0
5351,5351,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,5.0,2.0,1.0,4,2,3,1,1,0,0,1,0,0,1.0,0.0,0,1
5352,5352,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,2.0,3,2,3,0,1,0,0,0,8,2,1.0,0.0,0,0
5353,5353,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,4,0,3,0,1,0,0,0,3,0,1.0,0.0,0,0
5354,5354,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,3,3,3,1,0,0,0,1,9,0,1.0,0.0,0,0
5355,5355,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,4.0,2.0,0,3,3,1,0,1,0,1,0,2,1.0,0.0,0,0
5356,5356,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,4,2,3,0,0,0,0,1,3,1,1.0,0.0,0,0
5357,5357,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,4,2,3,0,0,1,1,1,3,0,0.0,0.0,0,0
5358,5358,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,0,2,3,1,0,1,1,1,8,1,0.0,0.0,0,1
5359,5359,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,0,3,1,0,0,1,0,0,6,0,2.0,0.0,1,1
5360,5360,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,5.0,4.0,5.0,5.0,1.0,0,2,3,0,0,0,0,0,6,0,1.0,0.0,1,1
5361,5361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,4,0,3,0,0,1,1,1,0,1,0.0,0.0,0,0
5362,5362,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,1.0,2,3,3,0,0,0,1,0,7,1,1.0,0.0,1,1
5363,5363,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,4,2,3,0,0,0,1,0,3,0,1.0,0.0,1,1
5364,5364,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,4,2,0,0,0,1,0,1,6,1,0.0,0.0,0,1
5365,5365,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,5.0,5.0,4.0,5.0,4,2,3,0,0,1,0,1,6,1,1.0,0.0,0,0
5366,5366,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,5.0,2.0,3,3,3,0,0,0,0,0,2,0,1.0,0.0,0,1
5367,5367,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,2.0,2,0,2,0,0,0,0,1,1,2,1.0,3.0,1,1
5368,5368,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,4.0,1.0,3,3,3,1,0,0,0,0,8,2,1.0,0.0,1,1
5369,5369,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,4.0,3,3,3,1,1,0,0,0,9,1,0.0,0.0,0,1
5370,5370,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,4,0,3,0,2,0,0,1,4,2,1.0,0.0,0,0
5371,5371,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,5.0,5.0,4.0,0,3,3,0,2,1,1,0,3,0,3.0,1.0,0,1
5372,5372,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,1.0,4.0,0,3,3,0,1,0,0,0,8,0,1.0,0.0,0,0
5373,5373,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,0,0,3,0,2,1,1,2,5,1,1.0,0.0,0,0
5374,5374,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,2,1,3,0,1,0,0,1,4,0,1.0,2.0,0,1
